0;0;0;0;72;0;94;
0;0;0;0;82;0;99;
0;0;0;0;80;0;92;
0;0;0;0;79;0;91;
0;0;0;0;79;0;94;
0;0;0;0;66;0;95;
0;0;0;0;77;0;96;
0;0;0;0;67;0;98;
0;0;0;0;75;0;98;
0;0;0;0;62;0;96;
0;0;0;0;73;0;97;
0;0;0;0;81;0;92;
0;0;0;0;79;0;99;
0;0;0;0;78;0;98;
0;0;0;0;70;0;94;
0;0;0;0;73;0;92;
0;0;0;0;38;0;98;
0;0;0;0;78;0;99;
0;0;0;0;81;0;99;
0;0;0;0;80;0;80;
0;0;0;0;78;0;95;
0;0;0;0;79;0;98;
0;0;0;0;69;0;61;
0;0;0;0;74;0;61;
0;0;0;0;79;0;97;
0;0;0;0;80;0;98;
0;0;0;0;77;0;99;
0;0;0;0;77;0;97;
0;0;0;0;78;0;80;
0;0;0;0;75;0;97;
0;0;0;0;67;0;84;
0;0;0;0;73;0;96;
0;0;0;0;71;0;99;
0;0;0;0;68;0;98;
0;0;0;0;78;0;98;
0;0;0;0;79;0;92;
0;0;0;0;75;0;89;
0;0;0;0;75;0;88;
0;0;0;0;79;0;96;
0;0;0;0;78;0;96;
0;0;0;0;75;0;97;
0;0;0;0;81;0;98;
0;0;0;0;80;0;97;
0;0;0;0;78;0;99;
0;0;0;0;61;0;89;
0;0;0;0;77;0;68;
0;0;0;0;80;0;87;
0;0;0;0;80;0;98;
0;0;0;0;80;0;99;
0;0;0;0;80;0;95;
0;0;0;0;80;0;89;
0;0;0;0;79;0;98;
0;0;0;0;79;0;83;
0;0;0;0;78;0;95;
0;0;0;0;73;0;96;
0;0;0;0;74;0;88;
0;0;0;0;81;0;91;
0;0;0;0;80;0;93;
0;0;0;0;80;0;98;
0;0;0;0;80;0;97;
0;0;0;0;80;0;88;
0;0;0;0;80;0;86;
0;0;0;0;79;0;87;
0;0;0;0;78;0;86;
0;0;0;0;77;0;97;
0;0;0;0;79;0;96;
0;0;0;0;79;0;92;
0;0;0;0;80;0;89;
0;0;0;0;80;0;98;
0;0;0;0;80;0;87;
0;0;0;0;80;0;92;
0;0;0;0;80;0;99;
0;0;0;0;77;0;99;
0;0;0;0;72;0;99;
0;0;0;0;78;0;92;
0;0;0;0;75;0;92;
0;0;0;0;77;0;87;
0;0;0;0;72;0;89;
0;0;0;0;80;0;87;
0;0;0;0;80;0;96;
0;0;0;0;80;0;85;
0;0;0;0;79;0;97;
0;0;0;0;80;0;92;
0;0;0;0;69;0;99;
0;0;0;0;67;0;95;
0;0;0;0;78;0;98;
0;0;0;0;78;0;97;
0;0;0;0;79;0;91;
0;0;0;0;77;0;73;
0;0;0;0;72;0;98;
0;0;0;0;79;0;86;
0;0;0;0;79;0;93;
0;0;0;0;77;0;88;
0;0;0;0;80;0;74;
0;0;0;0;79;0;98;
0;0;0;0;77;0;99;
0;0;0;0;64;0;99;
